Pisodonophis hijala
Pisodonophis hoeveni
Pisodonophis hypselopterus
Pisodonophis sangjuensis
Pisodonophis semicinctus
Pseudomyrophis atlanticus
Pseudomyrophis frio
Pseudomyrophis fugesae
Pseudomyrophis micropinna
Pseudomyrophis nimius
Quassiremus ascensionis
Quassiremus evionthas
Quassiremus nothochir
Quassiremus polyclitellum
Rhinophichthus penicillatus
Schismorhynchus labialis
Schultzidia johnstonensis
Schultzidia retropinnis
Scolecenchelys acutirostris
Scolecenchelys australis
Scolecenchelys borealis
Scolecenchelys breviceps
Scolecenchelys castlei
Scolecenchelys chilensis
Scolecenchelys cookei
Scolecenchelys erythraeensis
Scolecenchelys fuscapenis
Scolecenchelys godeffroyi
Scolecenchelys gymnota
Scolecenchelys japonica
Scolecenchelys laticaudata
Scolecenchelys macroptera
Scolecenchelys nicholsae
Scolecenchelys okamurai
Scolecenchelys profundorum
Scolecenchelys puhioilo
Scolecenchelys tasmaniensis
Scolecenchelys vermiformis
Scolecenchelys xorae
Scytalichthys miurus
Skythrenchelys lentiginosa
Skythrenchelys zabra
Stictorhinus potamius
Xestochilus nebulosus
Xyrias chioui
Xyrias guineensis
Xyrias multiserialis
Xyrias revulsus
Yirrkala calyptra
Yirrkala chaselingi
Yirrkala fusca
Yirrkala gjellerupi
Yirrkala insolitus
Yirrkala kaupii
Yirrkala lumbricoides
Yirrkala macrodon
Yirrkala maculata
Yirrkala misolensis
Yirrkala moluccensis
Yirrkala moorei
Yirrkala ori
Yirrkala tenuis
Protoanguilla palau
Serrivomer beanii
Serrivomer bertini
Serrivomer garmani
Serrivomer jesperseni
Serrivomer lanceolatoides
Serrivomer samoensis
Serrivomer schmidti
Serrivomer sector
Stemonidium hypomelas
Atractodenchelys phrix
Atractodenchelys robinsorum
Diastobranchus capensis
Dysomma anguillare
Dysomma brevirostre
Dysomma bucephalus
Dysomma dolichosomatum
Dysomma fuscoventralis
Dysomma goslinei
Dysomma longirostrum
Dysomma melanurum
Dysomma muciparus
Dysomma opisthoproctus
Dysomma polycatodon
Dysomma tridens
Dysommina proboscideus
Dysommina rugosa
Haptenchelys texis
Histiobranchus australis
Histiobranchus bathybius
Histiobranchus bruuni
Ilyophis arx
Ilyophis blachei
Ilyophis brunneus
Ilyophis nigeli
Ilyophis robinsae
Ilyophis saldanhai
Linkenchelys multipora
Meadia abyssalis
Meadia roseni
Simenchelys parasitica
Synaphobranchus affinis
Synaphobranchus brevidorsalis
Synaphobranchus calvus
Synaphobranchus dolichorhynchus
Synaphobranchus kaupii
Synaphobranchus oregoni
Thermobiotes mytilogeiton
Ateleopus indicus
Ateleopus japonicus
Ateleopus natalensis
Ateleopus purpureus
Ateleopus tanabensis
Guentherus altivela
Guentherus katoi
Ijimaia antillarum
Ijimaia dofleini
Ijimaia fowleri
Ijimaia loppei
Ijimaia plicatellus
Parateleopus microstomus
Alepidomus evermanni
Atherina boyeri
Atherina breviceps
Atherina hepsetus
Atherina lopeziana
Atherina presbyter
Atherinason hepsetoides
Atherinomorus aetholepis
Atherinomorus duodecimalis
Atherinomorus endrachtensis
Atherinomorus forskalii
Atherinomorus insularum
Atherinomorus lacunosus
Atherinomorus lineatus
Atherinomorus pinguis
Atherinomorus regina
Atherinomorus stipes
Atherinomorus vaigiensis
Atherinosoma elongata
Atherinosoma microstoma
Atherion africanum
Atherion elymus
Atherion maccullochi
Bleheratherina pierucciae
Craterocephalus amniculus
Craterocephalus capreoli
Craterocephalus centralis
Craterocephalus cuneiceps
Craterocephalus dalhousiensis
Craterocephalus eyresii
Craterocephalus fistularis
Craterocephalus fluviatilis
Craterocephalus fulvus
Craterocephalus gloveri
Craterocephalus helenae
Craterocephalus honoriae
Craterocephalus kailolae
Craterocephalus lacustris
Craterocephalus laisapi
Craterocephalus lentiginosus
Craterocephalus marianae
Craterocephalus marjoriae
Craterocephalus mugiloides
Craterocephalus munroi
Craterocephalus nouhuysi
Craterocephalus pauciradiatus
Craterocephalus pimatuae
Craterocephalus randi
Craterocephalus stercusmuscarum
Craterocephalus stramineus
Hypoatherina barnesi
Hypoatherina crenolepis
Hypoatherina harringtonensis
Hypoatherina ovalaua
Hypoatherina temminckii
Hypoatherina tropicalis
Hypoatherina tsurugae
Hypoatherina valenciennei
Hypoatherina woodwardi
Kestratherina brevirostris
Kestratherina esox
Leptatherina presbyteroides
Leptatherina wallacei
Sashatherina giganteus
Stenatherina panatela
Teramulus kieneri
Teramulus waterloti
Atherinella alvarezi
Atherinella ammophila
Atherinella argentea
Atherinella balsana
Atherinella beani
Atherinella blackburni
Atherinella brasiliensis
Atherinella callida
Atherinella chagresi
Atherinella colombiensis
Atherinella crystallina
Atherinella elegans
Atherinella eriarcha
Atherinella guatemalensis
Atherinella guija
Atherinella hubbsi
Atherinella jiloaensis
Atherinella lisa
Atherinella marvelae
Atherinella meeki
Atherinella milleri
Atherinella nepenthe
Atherinella nesiotes
Atherinella nocturna
Atherinella pachylepis
Atherinella pallida
Atherinella panamensis
Atherinella pellosemeion
Atherinella robbersi
